#dataset,iter_no,mypso,ndpso
7120,2,1.7418362803,1.7857142857
7120,3,1.8887867107,2.0434782609
7120,4,1.8444953022,1.8510638298
7120,5,1.777896396,2.2727272727
7120,6,2.9023629906,1.8095238095
7120,7,2.0081648801,1.8913043478
7120,8,2.5017518722,2
7120,9,2.5532693959,2.0869565217
7121,0,0.8828140942,0.9295774648
7121,1,0.8153588343,0.8333333333
7121,2,0.668102368,0.8522727273
7121,3,1.1484131039,1.0111111111
7121,4,0.8132493483,0.8219178082
7121,5,0.9576277412,0.9295774648
7121,6,0.7584943947,0.8522727273
7121,7,0.7596690285,0.8333333333
7121,8,0.9043657906,0.8289473684
7121,9,0.731290048,0.8834951456
7122,0,0.930199431,0.768115942
7122,1,0.9505094616,0.7428571429
7122,2,1.306,0.7569444444
7122,3,0.8352741543,0.6481481481
7122,4,3.6480446927,0.6875
7122,5,3.7528735632,0.7262569832
7122,6,6.0462962963,0.6956521739
7122,7,6.0462962963,0.768115942
7122,8,1.9728096677,0.6744186047
7122,9,9.4637681159,0.7209302326
7123,0,9.3758653814,6.25
7123,1,7.1608982905,6.119047619
7123,2,5.9615364299,5.9130434783
7123,3,8.7973709908,6.59375
7123,4,39.1568627451,6.1956521739
7123,5,8.6077586867,6.3617021277
7123,6,6.5278207552,8.0714285714
7123,7,7.6225800055,5.7894736842
7123,8,7.6513710927,5.9310344828
7123,9,6.2474698448,6
7124,0,3.507858484,2.7236842105
7124,1,3.952941455,3.2
7124,2,3.0657268427,2.6101694915
7124,3,2.8410959655,2.9576271186
7124,4,3.750002683,2.9152542373
7124,5,4.3979057606,2.752
7124,6,3.3736832246,3.3
7124,7,3.2122455073,2.776
7124,8,3.0882495539,2.9491525424
7124,9,3.4355841342,2.9830508475
7125,0,1.1883065731,1.474137931
7125,1,1.2325798932,1.5846153846
7125,2,7.76,1.3733333333
7125,3,1.064138061,1.7166666667
7125,4,2.2427748607,1.3733333333
7125,5,2.157701901,1.8189655172
7125,6,1.6821504589,1.5833333333
7125,7,10.0344827586,1.7583333333
7125,8,1.9863481237,1.4066666667
7125,9,1.1637062427,1.6230769231
7126,0,5.0628946208,5.8260869565
7126,1,5.7619227181,5.9333333333
7126,2,5.1695500945,6.8823529412
7126,3,5.9269237753,5.9705882353
7126,4,4.4778802505,5.9333333333
7126,5,7.9306863347,5.7073170732
7126,6,5.100124196,6.8823529412
7126,7,5.0154040446,6.6086956522
7126,8,6.400142538,6.5365853659
7126,9,7.5882757398,6.5365853659
7127,0,28.808988764,4.1951219512
7127,1,7.4104046243,4.5555555556
7127,2,5.3305661258,4.4285714286
7127,3,5.6725665383,4.4084507042
7127,4,6.8010610087,4.0571428571
7127,5,5.8405467371,4.8870967742
7127,6,6.0471707609,4.8387096774
7127,7,5.8272727341,4.5833333333
7127,8,6.2689527154,4.1445783133
7127,9,4.9307729765,4.2096774194
7128,0,2.5674783158,2.5168539326
7128,1,3.0831159328,2.3375
7128,2,4.2890173411,2.4134078212
7128,3,2.3336263149,2.4736842105
7128,4,2.2149910105,2.5418994413
7128,5,3.7161936565,2.4134078212
7128,6,4.2319391635,2.6853932584
7128,7,2.5696365832,2.7288135593
7128,8,3.2687739406,2.5365853659
7128,9,3.5673076927,2.8245614035
7129,0,3.2608695652,0.847826087
7129,1,4.5454545455,0.847826087
7129,2,7.8947368421,0.9512195122
7129,3,6,0.9285714286
7129,4,4.4117647059,0.9285714286
7129,5,6,0.9512195122
7129,6,4.5454545455,0.9512195122
7129,7,3.6585365854,0.847826087
7129,8,4.5454545455,0.9393939394
7129,9,1.3274336283,0.9393939394
7130,0,0.2395119053,0.4933333333
7130,1,0.3316859977,0.4065934066
7130,2,0.3594597766,0.402173913
7130,3,0.1919495561,0.402173913
7130,4,0.2818360999,0.4133333333
7130,5,0.3300248696,0.4933333333
7130,6,0.2146771835,0.402173913
7130,7,0.242296049,0.4133333333
7130,8,0.2224136597,0.4133333333
7130,9,0.2735127362,0.4933333333
7131,0,2.406779661,0.276119403
7131,1,2.406779661,0.2890625
7131,2,2.406779661,0.276119403
7131,3,1.5268817204,0.2868217054
7131,4,1.5268817204,0.2903225806
7131,5,2.0882352941,0.276119403
7131,6,1.224137931,0.276119403
7131,7,2.0882352941,0.276119403
7131,8,1.1007751938,0.2868217054
7131,9,1.3523809524,0.2868217054
7132,0,0.7431538809,1.7777777778
7132,1,1.2307692312,1.7777777778
7132,2,0.9161012967,2.1052631579
7132,3,0.9022113528,1.7777777778
7132,4,0.861962936,2.1621621622
7132,5,0.8664415761,1.7777777778
7132,6,0.9449190994,1.9047619048
7132,7,0.9657040115,1.7777777778
7132,8,1.1105449051,1.7777777778
7132,9,0.8759555335,1.7777777778
7133,0,3.5614035088,0.6
7133,1,2.5061728395,0.75
7133,2,5.075,0.5185185185
7133,3,0.6699670059,0.6428571429
7133,4,3.9038461538,0.6428571429
7133,5,3.0757575758,0.5555555556
7133,6,2.5061728395,0.5555555556
7133,7,2.5061728395,0.5185185185
7133,8,3.3833333333,0.6
7133,9,2.9,0.5555555556
7134,0,3.9708737864,0.7567567568
7134,1,6.196969697,0.8076923077
7134,2,3.9708737864,0.7567567568
7134,3,4.595505618,0.6306306306
7134,4,2.8802816901,0.8173076923
7134,5,4.7011494253,0.6306306306
7134,6,0.6390757083,0.7567567568
7134,7,4.7011494253,0.8252427184
7134,8,3.6846846847,0.7567567568
7134,9,3.9708737864,0.7567567568
7135,0,17.4545454545,2.7954545455
7135,1,1.8731730978,2.7954545455
7135,2,17.4545454545,2.7954545455
7135,3,10.1052631579,2.7954545455
7135,4,21.3333333333,2.7954545455
7135,5,3.6923076923,2.9285714286
7135,6,16.6956521739,2.7954545455
7135,7,9.1428571429,2.7954545455
7135,8,12.3870967742,2.7954545455
7135,9,21.3333333333,2.8947368421
7136,0,8.0327868852,1.6
7136,1,6.2025316456,1.6
7136,2,8.0327868852,1.6
7136,3,1.1384351029,1.6202531646
7136,4,7.7777777778,1.6202531646
7136,5,0.7220202924,1.6
7136,6,6.2025316456,1.6
7136,7,7.5384615385,1.6
7136,8,6.2025316456,1.6
7136,9,1.9918699193,1.6
7137,0,0.6825745489,0.8028169014
7137,1,1.1266609625,0.8028169014
7137,2,1.0871080143,0.8028169014
7137,3,3.9493670886,0.8028169014
7137,4,0.5842650511,0.8028169014
7137,5,2.1971830986,0.8028169014
7137,6,3.2164948454,0.8028169014
7137,7,0.7447586147,0.8028169014
7137,8,0.7602328263,0.8028169014
7137,9,0.8146214115,1.175257732
7138,0,7.5238095238,0.8913043478
7138,1,6.32,0.975
7138,2,7.9,0.9318181818
7138,3,7.9,0.975
7138,4,5.6428571429,0.8913043478
7138,5,5.4482758621,0.8913043478
7138,6,5.8518518519,0.9318181818
7138,7,7.9,0.9512195122
7138,8,7.9,1
7138,9,7.5238095238,0.9512195122
7139,0,7,0.4516129032
7139,1,6.7083333333,0.4827586207
7139,2,4.025,0.4516129032
7139,3,7,0.4516129032
7139,4,4.3513513514,0.4516129032
7139,5,10.7333333333,0.4516129032
7139,6,4.025,0.4827586207
7139,7,5.03125,0.4772727273
7139,8,4.1282051282,0.4516129032
7139,9,5.5517241379,0.4827586207
7140,0,2.0869565217,0.2605633803
7140,1,2.0869565217,0.2605633803
7140,2,1.3714285714,0.2605633803
7140,3,3.4285714286,0.2605633803
7140,4,2.1818181818,0.2605633803
7140,5,1.8701298701,0.2605633803
7140,6,2.25,0.2605633803
7140,7,3.2727272727,0.2624113475
7140,8,2.2857142857,0.2605633803
7140,9,2.2857142857,0.2605633803
7141,0,15.0454545455,1.8666666667
7141,1,13.7916666667,1.8260869565
7141,2,13.7916666667,1.8260869565
7141,3,25.4615384615,1.8260869565
7141,4,14.3913043478,1.8260869565
7141,5,13.24,1.8260869565
7141,6,14.3913043478,2
7141,7,11.4137931034,1.8260869565
7141,8,15.0454545455,1.8260869565
7141,9,13.7916666667,1.9302325581
7142,0,4.5217391304,0.5280898876
7142,1,7.4285714286,0.5108695652
7142,2,13.8666666667,0.5108695652
7142,3,10.9473684211,0.5340909091
7142,4,6.303030303,0.5108695652
7142,5,10.9473684211,0.5340909091
7142,6,5.0731707317,0.5465116279
7142,7,13.8666666667,0.5280898876
7142,8,10.9473684211,0.5280898876
7142,9,7.4285714286,0.5340909091
7143,0,6.7837837838,0.495412844
7143,1,3.1375,0.6055045872
7143,2,3.8615384615,0.495412844
7143,3,8.0967741935,0.495412844
7143,4,4.2542372881,0.4817518248
7143,5,2.8522727273,0.5454545455
7143,6,4.4035087719,0.4842105263
7143,7,3.0987654321,0.6055045872
7143,8,5.02,0.5454545455
7143,9,3.9841269841,0.4817518248
7144,0,25.1428571429,2.6304347826
7144,1,48,2.6304347826
7144,2,66,3.025
7144,3,25.1428571429,2.8139534884
7144,4,58.6666666667,2.880952381
7144,5,25.1428571429,3.025
7144,6,44,2.8139534884
7144,7,88,2.880952381
7144,8,25.1428571429,2.880952381
7144,9,44,2.6304347826
7145,0,9.7,1.3225806452
7145,1,12.125,1.3225806452
7145,2,9.1509433962,1.4137931034
7145,3,14.696969697,1.3516483516
7145,4,7.4615384615,1.3516483516
7145,5,10.5434782609,1.3516483516
7145,6,14.696969697,1.3225806452
7145,7,10.5434782609,1.3225806452
7145,8,12.125,1.3225806452
7145,9,9.7,1.3516483516
7146,0,6.880952381,0.8351648352
7146,1,6.880952381,0.9203539823
7146,2,5.8979591837,0.9203539823
7146,3,6.5681818182,0.9357798165
7146,4,7.8108108108,0.9026548673
7146,5,7.1358024691,0.9203539823
7146,6,10.7037037037,0.8225806452
7146,7,7.1358024691,0.8248175182
7146,8,6.6436781609,0.8411214953
7146,9,7.8108108108,0.8248175182
7147,0,6.7333333333,1
7147,1,6.7333333333,0.9302325581
7147,2,10.1,1
7147,3,8.7826086957,0.9756097561
7147,4,11.2222222222,0.9302325581
7147,5,8.7826086957,0.9696969697
7147,6,10.1,0.9487179487
7147,7,7.4814814815,0.9302325581
7147,8,11.2222222222,1.0256410256
7147,9,9.1818181818,0.9142857143
7148,0,2.5,0.4698795181
7148,1,4.6774193548,0.4936708861
7148,2,3.625,0.4588235294
7148,3,4.6774193548,0.4698795181
7148,4,4.3939393939,0.4588235294
7148,5,6.0416666667,0.4588235294
7148,6,4.6774193548,0.5131578947
7148,7,2.9591836735,0.4588235294
7148,8,2.9591836735,0.4588235294
7148,9,2.9591836735,0.4698795181
7149,0,1.9545454545,0.3474576271
7149,1,2.2631578947,0.3474576271
7149,2,2.9861111111,0.2928571429
7149,3,2.7564102564,0.3388429752
7149,4,2.7564102564,0.3388429752
7149,5,2.6219512195,0.328
7149,6,2.7215189873,0.328
7149,7,3.2575757576,0.2928571429
7149,8,2.6219512195,0.3504273504
7149,9,4.8863636364,0.3416666667
7150,0,5.2826086957,1.4565217391
7150,1,0.6268868126,1.4565217391
7150,2,2.7303370787,1.4565217391
7150,3,6.9428571429,1.4565217391
7150,4,8.1,1.4565217391
7150,5,0.5180761191,1.4565217391
7150,6,8.1,1.4565217391
7150,7,7.59375,1.5227272727
7150,8,7.59375,1.4565217391
7150,9,9,1.4565217391
7151,0,5.4528301887,0.9418604651
7151,1,6.5681818182,0.9418604651
7151,2,14.45,0.9418604651
7151,3,10.3214285714,0.9418604651
7151,4,5.4528301887,0.9529411765
7151,5,13.1363636364,0.9418604651
7151,6,11.56,0.9529411765
7151,7,4.3134328358,0.9529411765
7151,8,7.225,0.987804878
7151,9,5.2545454545,0.9418604651
7152,0,10.75,0.6
7152,1,12.5416666667,0.5555555556
7152,2,12.5416666667,0.6
7152,3,12.04,0.5555555556
7152,4,9.7096774194,0.5952380952
7152,5,4.8548387097,0.5555555556
7152,6,9.7096774194,0.6
7152,7,9.7096774194,0.5555555556
7152,8,12.5416666667,0.5555555556
7152,9,12.5416666667,0.5555555556
7153,0,22.9090909091,2.6086956522
7153,1,21,2.6086956522
7153,2,19.3846153846,2.7906976744
7153,3,21,2.9268292683
7153,4,25.2,2.6086956522
7153,5,18.6666666667,2.6086956522
7153,6,18.6666666667,2.6086956522
7153,7,18.6666666667,2.7906976744
7153,8,21,3
7153,9,15.75,2.6086956522
7154,0,13.2790697674,1.4
7154,1,15.0263157895,1.3555555556
7154,2,10.0175438596,1.3863636364
7154,3,12.4130434783,1.4352941176
7154,4,8.3970588235,1.3614457831
7154,5,10.0175438596,1.3522727273
7154,6,8.5223880597,1.3555555556
7154,7,17.84375,1.3522727273
7154,8,10.0175438596,1.4337349398
7154,9,17.84375,1.3555555556
7155,0,13.4693877551,0.9212598425
7155,1,22.7586206897,0.9590163934
7155,2,22.7586206897,1.0084745763
7155,3,22.7586206897,0.8818897638
7155,4,17.3684210526,0.9916666667
7155,5,12,1.0263157895
7155,6,17.3684210526,0.9491525424
7155,7,22,1.0084745763
7155,8,22,0.9916666667
7155,9,17.3684210526,0.9435483871
7156,0,1.400084929,1.25
7156,1,1.7960528457,1.3181818182
7156,2,1.8827595755,1.1818181818
7156,3,1.400282871,1.25
7156,4,1.7843137257,1.25
7156,5,1.8698630137,1.2083333333
7156,6,1.3257321597,1.3
7156,7,1.634730548,1.0952380952
7156,8,1.2243446362,1.3181818182
7156,9,1.7727281532,1.6153846154
7157,0,1.0033670034,0.6935483871
7157,1,0.7358027031,0.652173913
7157,2,0.7506339142,0.5942028986
7157,3,0.7221948201,0.6612903226
7157,4,0.5006366761,0.7068965517
7157,5,1.2416666667,0.6612903226
7157,6,0.8142076583,0.6833333333
7157,7,0.6300229167,0.6164383562
7157,8,0.8490031244,0.6923076923
7157,9,0.5458679674,0.6833333333
7158,0,0.3567041169,0.3636363636
7158,1,0.3968302275,0.3956043956
7158,2,0.3038076466,0.3737373737
7158,3,0.3624382003,0.3406593407
7158,4,0.324362723,0.3687943262
7158,5,0.3863988488,0.4189189189
7158,6,0.4310389808,0.3406593407
7158,7,0.4091668201,0.390070922
7158,8,0.3184767953,0.3737373737
7158,9,0.3401390267,0.3737373737
7159,0,2.6122449744,2.8214285714
7159,1,2.2962638904,2.4166666667
7159,2,2.5256832552,2.3428571429
7159,3,1.8921814543,2.3428571429
7159,4,1.9325622494,2.3428571429
7159,5,2.4907492227,2.3428571429
7159,6,2.0086060547,2.3428571429
7159,7,2.3167801288,2.5483870968
7159,8,2.1883714302,2.6451612903
7159,9,2.1880625191,2.2285714286
7160,0,7.8064516129,1.4246575342
7160,1,7.223880597,1.3488372093
7160,2,1.9055118113,1.564516129
7160,3,9.3076923077,1.2835820896
7160,4,1.9595141701,1.3333333333
7160,5,2.8470588235,1.4179104478
7160,6,2.3381642512,1.4920634921
7160,7,1.866683599,1.4657534247
7160,8,6.6301369863,1.3548387097
7160,9,6.6301369863,1.4651162791
7161,0,0.8589820897,0.752293578
7161,1,1.0000000217,0.752293578
7161,2,0.8363433667,0.752293578
7161,3,0.6820200807,0.7884615385
7161,4,0.6486536875,0.8039215686
7161,5,0.6126205587,0.752293578
7161,6,0.8254370964,0.7572815534
7161,7,0.7295681954,0.829787234
7161,8,0.7408357837,0.75
7161,9,0.7692142258,0.7961165049
7162,0,5.4689265544,3.9347826087
7162,1,21.0434782609,4.3720930233
7162,2,4.4000000007,4.325
7162,3,5.3777777778,4
7162,4,5.0416721474,4.023255814
7162,5,5.5314285715,4.1777777778
7162,6,22.511627907,4.1162790698
7162,7,4.7480435013,3.8888888889
7162,8,21.0434782609,3.9333333333
7162,9,4.8889786756,3.9333333333
7163,0,1.9442724458,1.7191011236
7163,1,8.0512820513,1.5909090909
7163,2,4.301369863,1.8205128205
7163,3,2.453125,1.8205128205
7163,4,1.6227391129,1.7307692308
7163,5,2.8035714288,1.6966292135
7163,6,1.7994532176,1.7865168539
7163,7,2.6058087963,1.5769230769
7163,8,2.7304347828,1.6666666667
7163,9,1.622770027,1.8636363636
7164,0,1.1650334748,0.8695652174
7164,1,0.7964188059,0.8965517241
7164,2,1.1228346458,0.9432624113
7164,3,1.3058608059,0.9290780142
7164,4,1.3478264835,0.9784946237
7164,5,1.0454579204,0.8870967742
7164,6,1.0969527219,1
7164,7,1.0117203563,0.8965517241
7164,8,0.8428764562,0.9784946237
7164,9,0.957057634,1.1057692308
7165,0,20.6153846154,0.847826087
7165,1,11.652173913,1
7165,2,12.7619047619,0.9069767442
7165,3,11.652173913,0.8666666667
7165,4,17.8666666667,0.8947368421
7165,5,10.72,0.9189189189
7165,6,9.2413793103,1
7165,7,11.652173913,0.8717948718
7165,8,6.8717948718,0.8666666667
7165,9,8.1212121212,1.0689655172
7166,0,22.6875,0.5
7166,1,22.6875,0.56
7166,2,5.3382352941,0.5217391304
7166,3,11,0.5185185185
7166,4,9.8108108108,0.4941176471
7166,5,11.34375,0.5063291139
7166,6,7.8913043478,0.5142857143
7166,7,22.6875,0.75
7166,8,20.1666666667,0.5185185185
7166,9,9.8108108108,0.5
7167,0,6.8780487805,0.3423423423
7167,1,7.6216216216,0.3595505618
7167,2,4.7,0.2923076923
7167,3,6.4090909091,0.3725490196
7167,4,6.8780487805,0.3689320388
7167,5,4.40625,0.3186813187
7167,6,4.40625,0.3595505618
7167,7,6.8780487805,0.358490566
7167,8,8.5454545455,0.3689320388
7167,9,4.7,0.3548387097
7168,0,62.625,2.1794871795
7168,1,23.8571428571,2.0238095238
7168,2,27.8333333333,1.8888888889
7168,3,31.3125,2.0238095238
7168,4,23.8571428571,2.0731707317
7168,5,27.8333333333,2.1025641026
7168,6,29.4705882353,2.0238095238
7168,7,27.8333333333,1.8888888889
7168,8,31.3125,1.8888888889
7168,9,31.3125,2.0238095238
7169,0,11.9714285714,0.8536585366
7169,1,11.6388888889,0.7906976744
7169,2,13.9666666667,0.8117647059
7169,3,12.696969697,0.8536585366
7169,4,22.0526315789,0.8414634146
7169,5,11.6388888889,0.8023255814
7169,6,16.76,0.8139534884
7169,7,29.9285714286,0.843373494
7169,8,16.1153846154,1.0793650794
7169,9,13.5161290323,0.7954545455
7170,0,11.2321428571,0.8591549296
7170,1,6.8369565217,0.7009345794
7170,2,15.725,0.6944444444
7170,3,14.6279069767,0.6696428571
7170,4,16.5526315789,0.6696428571
7170,5,11.6481481481,0.7196261682
7170,6,14.6279069767,0.712962963
7170,7,15.725,0.6875
7170,8,11.2321428571,0.7352941176
7170,9,29.9523809524,1.0563380282
7171,0,25.65,3.1219512195
7171,1,25.65,3.2
7171,2,48.8571428571,3.1538461538
7171,3,35.3793103448,3
7171,4,33.0967741935,3.1219512195
7171,5,29.3142857143,3.1428571429
7171,6,35.3793103448,3.1219512195
7171,7,36.6428571429,3.2
7171,8,33.0967741935,3.075
7171,9,28.5,3.1219512195
7172,0,8.5308641975,1.4431818182
7172,1,19.1944444444,1.3655913978
7172,2,12.3392857143,1.3956043956
7172,3,16.4523809524,1.3655913978
7172,4,28.7916666667,1.3655913978
7172,5,14.7021276596,1.3655913978
7172,6,19.1944444444,1.3655913978
7172,7,13.82,1.3804347826
7172,8,19.7428571429,1.3655913978
7172,9,26.5769230769,1.4431818182
7173,0,12.9803921569,0.8571428571
7173,1,9.4571428571,0.802919708
7173,2,17.8918918919,0.8148148148
7173,3,15.0454545455,0.8846153846
7173,4,11.8214285714,0.92
7173,5,15.0454545455,0.8288288288
7173,6,14.3913043478,0.8679245283
7173,7,11.4137931034,0.8846153846
7173,8,16.55,0.802919708
7173,9,22.8275862069,0.8333333333
7174,0,11.7826086957,0.8888888889
7174,1,14.2631578947,0.9302325581
7174,2,11.7826086957,0.9302325581
7174,3,11.2916666667,0.9756097561
7174,4,18.0666666667,0.9302325581
7174,5,10.4230769231,0.9069767442
7174,6,11.2916666667,0.9523809524
7174,7,15.9411764706,1
7174,8,11.2916666667,0.9302325581
7174,9,10.84,0.8888888889
7175,0,29.5,0.512195122
7175,1,13.1111111111,0.5753424658
7175,2,13.1111111111,0.6153846154
7175,3,19.6666666667,0.546875
7175,4,13.1111111111,0.5194805195
7175,5,10.4117647059,0.5394736842
7175,6,16.8571428571,0.5
7175,7,13.1111111111,0.5675675676
7175,8,9.8333333333,0.5263157895
7175,9,13.1111111111,0.6153846154
7176,0,2.9473684211,0.2132352941
7176,1,2.5074626866,0.2283464567
7176,2,6.2222222222,0.2042253521
7176,3,2.5074626866,0.2265625
7176,4,2.9473684211,0.2300884956
7176,5,2.9473684211,0.2166666667
7176,6,5.0909090909,0.2132352941
7176,7,5.6,0.2132352941
7176,8,2.0240963855,0.2132352941
7176,9,2,0.2042253521
7177,0,55.3333333333,2
7177,1,51.0769230769,2.0540540541
7177,2,39.0588235294,2
7177,3,51.0769230769,2.6206896552
7177,4,51.0769230769,1.9024390244
7177,5,39.0588235294,2.3448275862
7177,6,51.0769230769,2.0526315789
7177,7,39.0588235294,1.8536585366
7177,8,66.4,1.8571428571
7177,9,73.7777777778,1.7727272727
7178,0,22.2142857143,1
7178,1,20.064516129,0.8705882353
7178,2,18.2941176471,0.8117647059
7178,3,17.2777777778,0.8933333333
7178,4,13.8222222222,0.9701492537
7178,5,23.9230769231,0.9135802469
7178,6,41.4666666667,0.8505747126
7178,7,36.5882352941,0.8705882353
7178,8,23.9230769231,0.9024390244
7178,9,15.55,0.9135802469
7179,0,11.1875,0.6837606838
7179,1,10.5294117647,0.5859375
7179,2,11.4255319149,0.6299212598
7179,3,11.4255319149,0.6666666667
7179,4,11.1875,0.6355932203
7179,5,7.5633802817,0.625
7179,6,15.3428571429,0.641025641
7179,7,8.5238095238,0.6637168142
7179,8,11.1875,0.6355932203
7179,9,6.0337078652,0.625
7180,0,42.05,2.8636363636
7180,1,56.0666666667,2.9302325581
7180,2,35.0416666667,2.8636363636
7180,3,36.5652173913,2.7441860465
7180,4,42.05,2.8
7180,5,84.1,3.6875
7180,6,70.0833333333,3.1052631579
7180,7,40.0476190476,3.6875
7180,8,56.0666666667,2.8
7180,9,36.5652173913,2.7391304348
7181,0,55.7142857143,1.4423076923
7181,1,24.375,1.2820512821
7181,2,28.8888888889,1.2987012987
7181,3,21.6666666667,1.3968253968
7181,4,21.6666666667,1.2048192771
7181,5,37.1428571429,1.3157894737
7181,6,55.7142857143,1.3157894737
7181,7,15.9183673469,1.5873015873
7181,8,16.5957446809,1.1904761905
7181,9,28.8888888889,1.2203389831
7182,0,31.6,0.875
7182,1,21.3513513514,0.8955223881
7182,2,43.8888888889,0.9022556391
7182,3,27.2413793103,0.8974358974
7182,4,27.2413793103,0.873015873
7182,5,23.9393939394,0.8633093525
7182,6,21.3513513514,0.8633093525
7182,7,27.2413793103,0.8955223881
7182,8,20.7894736842,0.8955223881
7182,9,12.7419354839,0.9090909091
7183,0,2.9078947368,2.2857142857
7183,1,2.2583428905,2.2619047619
7183,2,2.1376089458,2.3333333333
7183,3,2.7116564826,2.4102564103
7183,4,2.9864864865,2.25
7183,5,2.8152866541,2.3333333333
7183,6,2.3636367585,2.25
7183,7,2.1352936894,2.2285714286
7183,8,2.8333333333,2.2777777778
7183,9,2.7299109768,2.3333333333
7184,0,3.3169014085,2.0617283951
7184,1,2.3316831683,2.1
7184,2,2.3787880273,1.975308642
7184,3,1.9383609398,1.8666666667
7184,4,1.9707681037,1.9555555556
7184,5,2.1216216229,1.9
7184,6,2.1121700174,1.9722222222
7184,7,3.0584415584,2
7184,8,2.1216216226,1.8888888889
7184,9,2.5879120879,1.95
7185,0,1.6451612904,1.312
7185,1,1.5178571429,1.3134328358
7185,2,4.08,1.296
7185,3,1.4956012097,1.2727272727
7185,4,1.6398713938,1.2727272727
7185,5,2.3611111111,1.3472222222
7185,6,1.6721311501,1.3548387097
7185,7,1.6721311478,1.2903225806
7185,8,1.540785756,1.2985074627
7185,9,1.3709678204,1.2985074627
7186,0,9.7200000001,8.5111111111
7186,1,11.7961165049,8.3913043478
7186,2,8.2094614875,8.5
7186,3,9.72,8.4390243902
7186,4,9.2748091603,8.4117647059
7186,5,9.2748091603,8.8636363636
7186,6,9.2748091603,8.4
7186,7,9.2748091605,8.3043478261
7186,8,9.6428571437,8.347826087
7186,9,8.2094594676,8.5333333333
7187,0,3.8025802072,3.9428571429
7187,1,4.5024875632,3.9444444444
7187,2,4.5024886884,4
7187,3,4.5024875627,4.1428571429
7187,4,4.3095239565,4.0333333333
7187,5,5.4191616793,4
7187,6,4.5025014976,4.0857142857
7187,7,5.1714285714,3.9365079365
7187,8,4.6410256518,4
7187,9,4.3095282287,4
7188,0,2.6073446328,1.8417266187
7188,1,2.409921671,1.8425925926
7188,2,1.9978354978,1.8189655172
7188,3,2.6073446328,1.8148148148
7188,4,2.6073446328,1.8918918919
7188,5,2.8575851393,1.8275862069
7188,6,1.997835498,1.7985611511
7188,7,1.8496994404,1.8148148148
7188,8,2.4225721785,1.8148148148
7188,9,1.8497685122,1.8981481481
7189,0,7.6745970521,8.3181818182
7189,1,9.0251629077,8.3421052632
7189,2,8.3430664086,8
7189,3,9.0251588562,7.9210526316
7189,4,7.676201733,8.12
7189,5,7.6747217704,8.32
7189,6,7.6739646291,8.3555555556
7189,7,7.6807021017,8.0888888889
7189,8,9.6962165182,8.1785714286
7189,9,11.48,8.2
7190,0,3.7407407409,3.4456521739
7190,1,3.6676068215,3.4897959184
7190,2,3.7301136592,3.4157303371
7190,3,3.2825000392,3.4494382022
7190,4,3.282500218,3.5625
7190,5,3.2825316056,3.65
7190,6,4.1031382192,3.4285714286
7190,7,4.235483871,3.3913043478
7190,8,3.7159343866,3.5375
7190,9,14.2717391304,3.347826087
7191,0,3.8674418605,3.3333333333
7191,1,4.7787356568,3.6285714286
7191,2,4.188920189,3.5176470588
7191,3,4.3878627969,3.3518518519
7191,4,3.4359932637,3.3518518519
7191,5,4.1889217036,3.3656716418
7191,6,4.3878627968,3.5746268657
7191,7,3.2045963551,3.6
7191,8,3.2066722576,3.4941176471
7191,9,3.8406466817,3.3793103448
7192,0,32.9166666667,1.0789473684
7192,1,35.9090909091,1.0857142857
7192,2,28.2142857143,1.0263157895
7192,3,35.9090909091,1.1714285714
7192,4,21.9444444444,1.1142857143
7192,5,32.9166666667,1.1142857143
7192,6,35.9090909091,1.1388888889
7192,7,35.9090909091,1.0263157895
7192,8,32.9166666667,1.08
7192,9,28.2142857143,1.1142857143
7193,0,12.25,0.5138888889
7193,1,12.25,0.475
7193,2,17.0434782609,0.575
7193,3,16.3333333333,0.4578313253
7193,4,11.2,0.4871794872
7193,5,18.6666666667,0.5454545455
7193,6,14,0.4625
7193,7,23.0588235294,0.5384615385
7193,8,14,0.5441176471
7193,9,14,0.4810126582
7194,0,19.4,0.288
7194,1,6.4666666667,0.2954545455
7194,2,6.3606557377,0.3103448276
7194,3,7.6078431373,0.329787234
7194,4,10.4864864865,0.2659574468
7194,5,13.3793103448,0.3396226415
7194,6,8.4347826087,0.2686567164
7194,7,14.3703703704,0.3
7194,8,10.4864864865,0.3039215686
7194,9,19.4,0.3333333333
7195,0,124.875,4.5454545455
7195,1,90.8181818182,2.7333333333
7195,2,90.8181818182,2.8
7195,3,83.25,2.8
7195,4,111,2.1379310345
7195,5,111,4
7195,6,166.5,3.1481481481
7195,7,90.8181818182,2.1428571429
7195,8,66.6,2.8
7195,9,111,2.9310344828
7196,0,45.45,0.9649122807
7196,1,39.5217391304,1.223880597
7196,2,47.8421052632,1
7196,3,75.75,1.0566037736
7196,4,27.5454545455,1.0657894737
7196,5,56.8125,1.1454545455
7196,6,45.45,1.0921052632
7196,7,39.5217391304,1.1571428571
7196,8,34.9615384615,1.0657894737
7196,9,34.9615384615,1.1884057971
7197,0,13.6833333333,0.7191011236
7197,1,22.1891891892,0.7572815534
7197,2,14.9272727273,0.6589147287
7197,3,13.6833333333,0.6071428571
7197,4,20.0243902439,0.8210526316
7197,5,29.3214285714,0.7191011236
7197,6,20.0243902439,0.6785714286
7197,7,25.65625,0.6355140187
7197,8,16.0980392157,0.8333333333
7197,9,18.6590909091,0.7692307692
