"id";"dataset_constants";"task_hetero";"machine_hetero";"no_tasks_dist";"no_tasks";"no_machines_dist";"no_machines"
6589;82;"low";"low";"medium";7;"low";8
6590;82;"low";"medium";"medium";7;"low";8
6591;82;"low";"high";"medium";7;"low";8
6592;82;"medium";"low";"medium";7;"low";8
6593;82;"medium";"medium";"medium";7;"low";8
6594;82;"medium";"high";"medium";7;"low";8
6595;82;"high";"low";"medium";7;"low";8
6596;82;"high";"medium";"medium";7;"low";8
6597;82;"high";"high";"medium";7;"low";8
6598;82;"low";"low";"medium";7;"medium";23
6599;82;"low";"medium";"medium";7;"medium";23
6600;82;"low";"high";"medium";7;"medium";23
6601;82;"medium";"low";"medium";7;"medium";23
6602;82;"medium";"medium";"medium";7;"medium";23
6603;82;"medium";"high";"medium";7;"medium";23
6604;82;"high";"low";"medium";7;"medium";23
6605;82;"high";"medium";"medium";7;"medium";23
6606;82;"high";"high";"medium";7;"medium";23
6607;82;"low";"low";"medium";7;"high";26
6608;82;"low";"medium";"medium";7;"high";26
6609;82;"low";"high";"medium";7;"high";26
6610;82;"medium";"low";"medium";7;"high";26
6611;82;"medium";"medium";"medium";7;"high";26
6612;82;"medium";"high";"medium";7;"high";26
6613;82;"high";"low";"medium";7;"high";26
6614;82;"high";"medium";"medium";7;"high";26
6615;82;"high";"high";"medium";7;"high";26
6616;82;"low";"low";"high";9;"low";5
6617;82;"low";"medium";"high";9;"low";5
6618;82;"low";"high";"high";9;"low";5
6619;82;"medium";"low";"high";9;"low";5
6620;82;"medium";"medium";"high";9;"low";5
6621;82;"medium";"high";"high";9;"low";5
6622;82;"high";"low";"high";9;"low";5
6623;82;"high";"medium";"high";9;"low";5
6624;82;"high";"high";"high";9;"low";5
6625;82;"low";"low";"high";9;"medium";23
6626;82;"low";"medium";"high";9;"medium";23
6627;82;"low";"high";"high";9;"medium";23
6628;82;"medium";"low";"high";9;"medium";23
6629;82;"medium";"medium";"high";9;"medium";23
6630;82;"medium";"high";"high";9;"medium";23
6631;82;"high";"low";"high";9;"medium";23
6632;82;"high";"medium";"high";9;"medium";23
6633;82;"high";"high";"high";9;"medium";23
6634;82;"low";"low";"high";9;"high";27
6635;82;"low";"medium";"high";9;"high";27
6636;82;"low";"high";"high";9;"high";27
6637;82;"medium";"low";"high";9;"high";27
6638;82;"medium";"medium";"high";9;"high";27
6639;82;"medium";"high";"high";9;"high";27
6640;82;"high";"low";"high";9;"high";27
6641;82;"high";"medium";"high";9;"high";27
6642;82;"high";"high";"high";9;"high";27
6643;83;"low";"low";"low";1;"low";12
6644;83;"low";"medium";"low";1;"low";12
6645;83;"low";"high";"low";1;"low";12
6646;83;"medium";"low";"low";1;"low";12
6647;83;"medium";"medium";"low";1;"low";12
6648;83;"medium";"high";"low";1;"low";12
6649;83;"high";"low";"low";1;"low";12
6650;83;"high";"medium";"low";1;"low";12
6651;83;"high";"high";"low";1;"low";12
6652;83;"low";"low";"low";1;"medium";88
6653;83;"low";"medium";"low";1;"medium";88
6654;83;"low";"high";"low";1;"medium";88
6655;83;"medium";"low";"low";1;"medium";88
6656;83;"medium";"medium";"low";1;"medium";88
6657;83;"medium";"high";"low";1;"medium";88
6658;83;"high";"low";"low";1;"medium";88
6659;83;"high";"medium";"low";1;"medium";88
6660;83;"high";"high";"low";1;"medium";88
6661;83;"low";"low";"low";1;"high";90
6662;83;"low";"medium";"low";1;"high";90
6663;83;"low";"high";"low";1;"high";90
6664;83;"medium";"low";"low";1;"high";90
6665;83;"medium";"medium";"low";1;"high";90
6666;83;"medium";"high";"low";1;"high";90
6667;83;"high";"low";"low";1;"high";90
6668;83;"high";"medium";"low";1;"high";90
6669;83;"high";"high";"low";1;"high";90
6670;83;"low";"low";"medium";7;"low";4
6671;83;"low";"medium";"medium";7;"low";4
6672;83;"low";"high";"medium";7;"low";4
6673;83;"medium";"low";"medium";7;"low";4
6674;83;"medium";"medium";"medium";7;"low";4
6675;83;"medium";"high";"medium";7;"low";4
6676;83;"high";"low";"medium";7;"low";4
6677;83;"high";"medium";"medium";7;"low";4
6678;83;"high";"high";"medium";7;"low";4
6679;83;"low";"low";"medium";7;"medium";81
6680;83;"low";"medium";"medium";7;"medium";81
6681;83;"low";"high";"medium";7;"medium";81
6682;83;"medium";"low";"medium";7;"medium";81
6683;83;"medium";"medium";"medium";7;"medium";81
6684;83;"medium";"high";"medium";7;"medium";81
6685;83;"high";"low";"medium";7;"medium";81
6686;83;"high";"medium";"medium";7;"medium";81
6687;83;"high";"high";"medium";7;"medium";81
6688;83;"low";"low";"medium";7;"high";83
6689;83;"low";"medium";"medium";7;"high";83
6690;83;"low";"high";"medium";7;"high";83
6691;83;"medium";"low";"medium";7;"high";83
6692;83;"medium";"medium";"medium";7;"high";83
6693;83;"medium";"high";"medium";7;"high";83
6694;83;"high";"low";"medium";7;"high";83
6695;83;"high";"medium";"medium";7;"high";83
6696;83;"high";"high";"medium";7;"high";83
6697;83;"low";"low";"high";13;"low";18
6698;83;"low";"medium";"high";13;"low";18
6699;83;"low";"high";"high";13;"low";18
6700;83;"medium";"low";"high";13;"low";18
6701;83;"medium";"medium";"high";13;"low";18
6702;83;"medium";"high";"high";13;"low";18
6703;83;"high";"low";"high";13;"low";18
6704;83;"high";"medium";"high";13;"low";18
6705;83;"high";"high";"high";13;"low";18
6706;83;"low";"low";"high";13;"medium";62
6707;83;"low";"medium";"high";13;"medium";62
6708;83;"low";"high";"high";13;"medium";62
6709;83;"medium";"low";"high";13;"medium";62
6710;83;"medium";"medium";"high";13;"medium";62
6711;83;"medium";"high";"high";13;"medium";62
6712;83;"high";"low";"high";13;"medium";62
6713;83;"high";"medium";"high";13;"medium";62
6714;83;"high";"high";"high";13;"medium";62
6715;83;"low";"low";"high";13;"high";90
6716;83;"low";"medium";"high";13;"high";90
6717;83;"low";"high";"high";13;"high";90
6718;83;"medium";"low";"high";13;"high";90
6719;83;"medium";"medium";"high";13;"high";90
6720;83;"medium";"high";"high";13;"high";90
6721;83;"high";"low";"high";13;"high";90
6722;83;"high";"medium";"high";13;"high";90
6723;83;"high";"high";"high";13;"high";90
6724;84;"low";"low";"low";1;"low";1
6725;84;"low";"medium";"low";1;"low";1
6726;84;"low";"high";"low";1;"low";1
6727;84;"medium";"low";"low";1;"low";1
6728;84;"medium";"medium";"low";1;"low";1
6729;84;"medium";"high";"low";1;"low";1
6730;84;"high";"low";"low";1;"low";1
6731;84;"high";"medium";"low";1;"low";1
6732;84;"high";"high";"low";1;"low";1
6733;84;"low";"low";"low";1;"medium";2
6734;84;"low";"medium";"low";1;"medium";2
6735;84;"low";"high";"low";1;"medium";2
6736;84;"medium";"low";"low";1;"medium";2
6737;84;"medium";"medium";"low";1;"medium";2
6738;84;"medium";"high";"low";1;"medium";2
6739;84;"high";"low";"low";1;"medium";2
6740;84;"high";"medium";"low";1;"medium";2
6741;84;"high";"high";"low";1;"medium";2
6742;84;"low";"low";"low";1;"high";2
6743;84;"low";"medium";"low";1;"high";2
6744;84;"low";"high";"low";1;"high";2
6745;84;"medium";"low";"low";1;"high";2
6746;84;"medium";"medium";"low";1;"high";2
6747;84;"medium";"high";"low";1;"high";2
6748;84;"high";"low";"low";1;"high";2
6749;84;"high";"medium";"low";1;"high";2
6750;84;"high";"high";"low";1;"high";2
6751;84;"low";"low";"medium";2;"low";1
6752;84;"low";"medium";"medium";2;"low";1
6753;84;"low";"high";"medium";2;"low";1
6754;84;"medium";"low";"medium";2;"low";1
6755;84;"medium";"medium";"medium";2;"low";1
6756;84;"medium";"high";"medium";2;"low";1
6757;84;"high";"low";"medium";2;"low";1
6758;84;"high";"medium";"medium";2;"low";1
6759;84;"high";"high";"medium";2;"low";1
6760;84;"low";"low";"medium";2;"medium";2
6761;84;"low";"medium";"medium";2;"medium";2
6762;84;"low";"high";"medium";2;"medium";2
6763;84;"medium";"low";"medium";2;"medium";2
6764;84;"medium";"medium";"medium";2;"medium";2
6765;84;"medium";"high";"medium";2;"medium";2
6766;84;"high";"low";"medium";2;"medium";2
6767;84;"high";"medium";"medium";2;"medium";2
6768;84;"high";"high";"medium";2;"medium";2
6769;84;"low";"low";"medium";2;"high";2
6770;84;"low";"medium";"medium";2;"high";2
6771;84;"low";"high";"medium";2;"high";2
6772;84;"medium";"low";"medium";2;"high";2
6773;84;"medium";"medium";"medium";2;"high";2
6774;84;"medium";"high";"medium";2;"high";2
6775;84;"high";"low";"medium";2;"high";2
6776;84;"high";"medium";"medium";2;"high";2
6777;84;"high";"high";"medium";2;"high";2
6778;84;"low";"low";"high";5;"low";1
6779;84;"low";"medium";"high";5;"low";1
6780;84;"low";"high";"high";5;"low";1
6781;84;"medium";"low";"high";5;"low";1
6782;84;"medium";"medium";"high";5;"low";1
6783;84;"medium";"high";"high";5;"low";1
6784;84;"high";"low";"high";5;"low";1
6785;84;"high";"medium";"high";5;"low";1
6786;84;"high";"high";"high";5;"low";1
6787;84;"low";"low";"high";5;"medium";2
6788;84;"low";"medium";"high";5;"medium";2
6789;84;"low";"high";"high";5;"medium";2
6790;84;"medium";"low";"high";5;"medium";2
6791;84;"medium";"medium";"high";5;"medium";2
6792;84;"medium";"high";"high";5;"medium";2
6793;84;"high";"low";"high";5;"medium";2
6794;84;"high";"medium";"high";5;"medium";2
6795;84;"high";"high";"high";5;"medium";2
6796;84;"low";"low";"high";5;"high";2
6797;84;"low";"medium";"high";5;"high";2
6798;84;"low";"high";"high";5;"high";2
6799;84;"medium";"low";"high";5;"high";2
6800;84;"medium";"medium";"high";5;"high";2
6801;84;"medium";"high";"high";5;"high";2
6802;84;"high";"low";"high";5;"high";2
6803;84;"high";"medium";"high";5;"high";2
6804;84;"high";"high";"high";5;"high";2
6805;85;"low";"low";"low";8;"low";6
6806;85;"low";"medium";"low";8;"low";6
6807;85;"low";"high";"low";8;"low";6
6808;85;"medium";"low";"low";8;"low";6
6809;85;"medium";"medium";"low";8;"low";6
6810;85;"medium";"high";"low";8;"low";6
6811;85;"high";"low";"low";8;"low";6
6812;85;"high";"medium";"low";8;"low";6
6813;85;"high";"high";"low";8;"low";6
6814;85;"low";"low";"low";8;"medium";29
6815;85;"low";"medium";"low";8;"medium";29
6816;85;"low";"high";"low";8;"medium";29
6817;85;"medium";"low";"low";8;"medium";29
6818;85;"medium";"medium";"low";8;"medium";29
6819;85;"medium";"high";"low";8;"medium";29
6820;85;"high";"low";"low";8;"medium";29
6821;85;"high";"medium";"low";8;"medium";29
6822;85;"high";"high";"low";8;"medium";29
6823;85;"low";"low";"low";8;"high";32
6824;85;"low";"medium";"low";8;"high";32
6825;85;"low";"high";"low";8;"high";32
6826;85;"medium";"low";"low";8;"high";32
6827;85;"medium";"medium";"low";8;"high";32
6828;85;"medium";"high";"low";8;"high";32
6829;85;"high";"low";"low";8;"high";32
6830;85;"high";"medium";"low";8;"high";32
6831;85;"high";"high";"low";8;"high";32
6832;85;"low";"low";"medium";16;"low";10
6833;85;"low";"medium";"medium";16;"low";10
6834;85;"low";"high";"medium";16;"low";10
6835;85;"medium";"low";"medium";16;"low";10
6836;85;"medium";"medium";"medium";16;"low";10
6837;85;"medium";"high";"medium";16;"low";10
6838;85;"high";"low";"medium";16;"low";10
6839;85;"high";"medium";"medium";16;"low";10
6840;85;"high";"high";"medium";16;"low";10
6841;85;"low";"low";"medium";16;"medium";34
6842;85;"low";"medium";"medium";16;"medium";34
6843;85;"low";"high";"medium";16;"medium";34
6844;85;"medium";"low";"medium";16;"medium";34
6845;85;"medium";"medium";"medium";16;"medium";34
6846;85;"medium";"high";"medium";16;"medium";34
6847;85;"high";"low";"medium";16;"medium";34
6848;85;"high";"medium";"medium";16;"medium";34
6849;85;"high";"high";"medium";16;"medium";34
6850;85;"low";"low";"medium";16;"high";27
6851;85;"low";"medium";"medium";16;"high";27
6852;85;"low";"high";"medium";16;"high";27
6853;85;"medium";"low";"medium";16;"high";27
6854;85;"medium";"medium";"medium";16;"high";27
6855;85;"medium";"high";"medium";16;"high";27
6856;85;"high";"low";"medium";16;"high";27
6857;85;"high";"medium";"medium";16;"high";27
6858;85;"high";"high";"medium";16;"high";27
6859;85;"low";"low";"high";27;"low";6
6860;85;"low";"medium";"high";27;"low";6
6861;85;"low";"high";"high";27;"low";6
6862;85;"medium";"low";"high";27;"low";6
6863;85;"medium";"medium";"high";27;"low";6
6864;85;"medium";"high";"high";27;"low";6
6865;85;"high";"low";"high";27;"low";6
6866;85;"high";"medium";"high";27;"low";6
6867;85;"high";"high";"high";27;"low";6
6868;85;"low";"low";"high";27;"medium";37
6869;85;"low";"medium";"high";27;"medium";37
6870;85;"low";"high";"high";27;"medium";37
6871;85;"medium";"low";"high";27;"medium";37
6872;85;"medium";"medium";"high";27;"medium";37
6873;85;"medium";"high";"high";27;"medium";37
6874;85;"high";"low";"high";27;"medium";37
6875;85;"high";"medium";"high";27;"medium";37
6876;85;"high";"high";"high";27;"medium";37
6877;85;"low";"low";"high";27;"high";36
6878;85;"low";"medium";"high";27;"high";36
6879;85;"low";"high";"high";27;"high";36
6880;85;"medium";"low";"high";27;"high";36
6881;85;"medium";"medium";"high";27;"high";36
6882;85;"medium";"high";"high";27;"high";36
6883;85;"high";"low";"high";27;"high";36
6884;85;"high";"medium";"high";27;"high";36
6885;85;"high";"high";"high";27;"high";36
6886;86;"low";"low";"low";3;"low";5
6887;86;"low";"medium";"low";3;"low";5
6888;86;"low";"high";"low";3;"low";5
6889;86;"medium";"low";"low";3;"low";5
6890;86;"medium";"medium";"low";3;"low";5
6891;86;"medium";"high";"low";3;"low";5
6892;86;"high";"low";"low";3;"low";5
6893;86;"high";"medium";"low";3;"low";5
6894;86;"high";"high";"low";3;"low";5
6895;86;"low";"low";"low";3;"medium";14
6896;86;"low";"medium";"low";3;"medium";14
6897;86;"low";"high";"low";3;"medium";14
6898;86;"medium";"low";"low";3;"medium";14
6899;86;"medium";"medium";"low";3;"medium";14
6900;86;"medium";"high";"low";3;"medium";14
6901;86;"high";"low";"low";3;"medium";14
6902;86;"high";"medium";"low";3;"medium";14
6903;86;"high";"high";"low";3;"medium";14
6904;86;"low";"low";"low";3;"high";17
6905;86;"low";"medium";"low";3;"high";17
6906;86;"low";"high";"low";3;"high";17
6907;86;"medium";"low";"low";3;"high";17
6908;86;"medium";"medium";"low";3;"high";17
6909;86;"medium";"high";"low";3;"high";17
6910;86;"high";"low";"low";3;"high";17
6911;86;"high";"medium";"low";3;"high";17
6912;86;"high";"high";"low";3;"high";17
6913;86;"low";"low";"medium";42;"low";2
6914;86;"low";"medium";"medium";42;"low";2
6915;86;"low";"high";"medium";42;"low";2
6916;86;"medium";"low";"medium";42;"low";2
6917;86;"medium";"medium";"medium";42;"low";2
6918;86;"medium";"high";"medium";42;"low";2
6919;86;"high";"low";"medium";42;"low";2
6920;86;"high";"medium";"medium";42;"low";2
6921;86;"high";"high";"medium";42;"low";2
6922;86;"low";"low";"medium";42;"medium";17
6923;86;"low";"medium";"medium";42;"medium";17
6924;86;"low";"high";"medium";42;"medium";17
6925;86;"medium";"low";"medium";42;"medium";17
6926;86;"medium";"medium";"medium";42;"medium";17
6927;86;"medium";"high";"medium";42;"medium";17
6928;86;"high";"low";"medium";42;"medium";17
6929;86;"high";"medium";"medium";42;"medium";17
6930;86;"high";"high";"medium";42;"medium";17
6931;86;"low";"low";"medium";42;"high";15
6932;86;"low";"medium";"medium";42;"high";15
6933;86;"low";"high";"medium";42;"high";15
6934;86;"medium";"low";"medium";42;"high";15
6935;86;"medium";"medium";"medium";42;"high";15
6936;86;"medium";"high";"medium";42;"high";15
6937;86;"high";"low";"medium";42;"high";15
6938;86;"high";"medium";"medium";42;"high";15
6939;86;"high";"high";"medium";42;"high";15
6940;86;"low";"low";"high";76;"low";2
6941;86;"low";"medium";"high";76;"low";2
6942;86;"low";"high";"high";76;"low";2
6943;86;"medium";"low";"high";76;"low";2
6944;86;"medium";"medium";"high";76;"low";2
6945;86;"medium";"high";"high";76;"low";2
6946;86;"high";"low";"high";76;"low";2
6947;86;"high";"medium";"high";76;"low";2
6948;86;"high";"high";"high";76;"low";2
6949;86;"low";"low";"high";76;"medium";14
6950;86;"low";"medium";"high";76;"medium";14
6951;86;"low";"high";"high";76;"medium";14
6952;86;"medium";"low";"high";76;"medium";14
6953;86;"medium";"medium";"high";76;"medium";14
6954;86;"medium";"high";"high";76;"medium";14
6955;86;"high";"low";"high";76;"medium";14
6956;86;"high";"medium";"high";76;"medium";14
6957;86;"high";"high";"high";76;"medium";14
6958;86;"low";"low";"high";76;"high";12
6959;86;"low";"medium";"high";76;"high";12
6960;86;"low";"high";"high";76;"high";12
6961;86;"medium";"low";"high";76;"high";12
6962;86;"medium";"medium";"high";76;"high";12
6963;86;"medium";"high";"high";76;"high";12
6964;86;"high";"low";"high";76;"high";12
6965;86;"high";"medium";"high";76;"high";12
6966;86;"high";"high";"high";76;"high";12
6967;87;"low";"low";"low";4;"low";20
6968;87;"low";"medium";"low";4;"low";20
6969;87;"low";"high";"low";4;"low";20
6970;87;"medium";"low";"low";4;"low";20
6971;87;"medium";"medium";"low";4;"low";20
6972;87;"medium";"high";"low";4;"low";20
6973;87;"high";"low";"low";4;"low";20
6974;87;"high";"medium";"low";4;"low";20
6975;87;"high";"high";"low";4;"low";20
6976;87;"low";"low";"low";4;"medium";62
6977;87;"low";"medium";"low";4;"medium";62
6978;87;"low";"high";"low";4;"medium";62
6979;87;"medium";"low";"low";4;"medium";62
6980;87;"medium";"medium";"low";4;"medium";62
6981;87;"medium";"high";"low";4;"medium";62
6982;87;"high";"low";"low";4;"medium";62
6983;87;"high";"medium";"low";4;"medium";62
6984;87;"high";"high";"low";4;"medium";62
6985;87;"low";"low";"low";4;"high";65
6986;87;"low";"medium";"low";4;"high";65
6987;87;"low";"high";"low";4;"high";65
6988;87;"medium";"low";"low";4;"high";65
6989;87;"medium";"medium";"low";4;"high";65
6990;87;"medium";"high";"low";4;"high";65
6991;87;"high";"low";"low";4;"high";65
6992;87;"high";"medium";"low";4;"high";65
6993;87;"high";"high";"low";4;"high";65
6994;87;"low";"low";"medium";21;"low";3
6995;87;"low";"medium";"medium";21;"low";3
6996;87;"low";"high";"medium";21;"low";3
6997;87;"medium";"low";"medium";21;"low";3
6998;87;"medium";"medium";"medium";21;"low";3
6999;87;"medium";"high";"medium";21;"low";3
7000;87;"high";"low";"medium";21;"low";3
7001;87;"high";"medium";"medium";21;"low";3
7002;87;"high";"high";"medium";21;"low";3
7003;87;"low";"low";"medium";21;"medium";50
7004;87;"low";"medium";"medium";21;"medium";50
7005;87;"low";"high";"medium";21;"medium";50
7006;87;"medium";"low";"medium";21;"medium";50
7007;87;"medium";"medium";"medium";21;"medium";50
7008;87;"medium";"high";"medium";21;"medium";50
7009;87;"high";"low";"medium";21;"medium";50
7010;87;"high";"medium";"medium";21;"medium";50
7011;87;"high";"high";"medium";21;"medium";50
7012;87;"low";"low";"medium";21;"high";66
7013;87;"low";"medium";"medium";21;"high";66
7014;87;"low";"high";"medium";21;"high";66
7015;87;"medium";"low";"medium";21;"high";66
7016;87;"medium";"medium";"medium";21;"high";66
7017;87;"medium";"high";"medium";21;"high";66
7018;87;"high";"low";"medium";21;"high";66
7019;87;"high";"medium";"medium";21;"high";66
7020;87;"high";"high";"medium";21;"high";66
7021;87;"low";"low";"high";25;"low";20
7022;87;"low";"medium";"high";25;"low";20
7023;87;"low";"high";"high";25;"low";20
7024;87;"medium";"low";"high";25;"low";20
7025;87;"medium";"medium";"high";25;"low";20
7026;87;"medium";"high";"high";25;"low";20
7027;87;"high";"low";"high";25;"low";20
7028;87;"high";"medium";"high";25;"low";20
7029;87;"high";"high";"high";25;"low";20
7030;87;"low";"low";"high";25;"medium";60
7031;87;"low";"medium";"high";25;"medium";60
7032;87;"low";"high";"high";25;"medium";60
7033;87;"medium";"low";"high";25;"medium";60
7034;87;"medium";"medium";"high";25;"medium";60
7035;87;"medium";"high";"high";25;"medium";60
7036;87;"high";"low";"high";25;"medium";60
7037;87;"high";"medium";"high";25;"medium";60
7038;87;"high";"high";"high";25;"medium";60
7039;87;"low";"low";"high";25;"high";47
7040;87;"low";"medium";"high";25;"high";47
7041;87;"low";"high";"high";25;"high";47
7042;87;"medium";"low";"high";25;"high";47
7043;87;"medium";"medium";"high";25;"high";47
7044;87;"medium";"high";"high";25;"high";47
7045;87;"high";"low";"high";25;"high";47
7046;87;"high";"medium";"high";25;"high";47
7047;87;"high";"high";"high";25;"high";47
7048;88;"low";"low";"low";3;"low";3
7049;88;"low";"medium";"low";3;"low";3
7050;88;"low";"high";"low";3;"low";3
7051;88;"medium";"low";"low";3;"low";3
7052;88;"medium";"medium";"low";3;"low";3
7053;88;"medium";"high";"low";3;"low";3
7054;88;"high";"low";"low";3;"low";3
7055;88;"high";"medium";"low";3;"low";3
7056;88;"high";"high";"low";3;"low";3
7057;88;"low";"low";"low";3;"medium";14
7058;88;"low";"medium";"low";3;"medium";14
7059;88;"low";"high";"low";3;"medium";14
7060;88;"medium";"low";"low";3;"medium";14
7061;88;"medium";"medium";"low";3;"medium";14
7062;88;"medium";"high";"low";3;"medium";14
7063;88;"high";"low";"low";3;"medium";14
7064;88;"high";"medium";"low";3;"medium";14
7065;88;"high";"high";"low";3;"medium";14
7066;88;"low";"low";"low";3;"high";13
7067;88;"low";"medium";"low";3;"high";13
7068;88;"low";"high";"low";3;"high";13
7069;88;"medium";"low";"low";3;"high";13
7070;88;"medium";"medium";"low";3;"high";13
7071;88;"medium";"high";"low";3;"high";13
7072;88;"high";"low";"low";3;"high";13
7073;88;"high";"medium";"low";3;"high";13
7074;88;"high";"high";"low";3;"high";13
7075;88;"low";"low";"medium";9;"low";4
7076;88;"low";"medium";"medium";9;"low";4
7077;88;"low";"high";"medium";9;"low";4
7078;88;"medium";"low";"medium";9;"low";4
7079;88;"medium";"medium";"medium";9;"low";4
7080;88;"medium";"high";"medium";9;"low";4
7081;88;"high";"low";"medium";9;"low";4
7082;88;"high";"medium";"medium";9;"low";4
7083;88;"high";"high";"medium";9;"low";4
7084;88;"low";"low";"medium";9;"medium";12
7085;88;"low";"medium";"medium";9;"medium";12
7086;88;"low";"high";"medium";9;"medium";12
7087;88;"medium";"low";"medium";9;"medium";12
7088;88;"medium";"medium";"medium";9;"medium";12
7089;88;"medium";"high";"medium";9;"medium";12
7090;88;"high";"low";"medium";9;"medium";12
7091;88;"high";"medium";"medium";9;"medium";12
7092;88;"high";"high";"medium";9;"medium";12
7093;88;"low";"low";"medium";9;"high";16
7094;88;"low";"medium";"medium";9;"high";16
7095;88;"low";"high";"medium";9;"high";16
7096;88;"medium";"low";"medium";9;"high";16
7097;88;"medium";"medium";"medium";9;"high";16
7098;88;"medium";"high";"medium";9;"high";16
7099;88;"high";"low";"medium";9;"high";16
7100;88;"high";"medium";"medium";9;"high";16
7101;88;"high";"high";"medium";9;"high";16
7102;88;"low";"low";"high";15;"low";2
7103;88;"low";"medium";"high";15;"low";2
7104;88;"low";"high";"high";15;"low";2
7105;88;"medium";"low";"high";15;"low";2
7106;88;"medium";"medium";"high";15;"low";2
7107;88;"medium";"high";"high";15;"low";2
7108;88;"high";"low";"high";15;"low";2
7109;88;"high";"medium";"high";15;"low";2
7110;88;"high";"high";"high";15;"low";2
7111;88;"low";"low";"high";15;"medium";16
7112;88;"low";"medium";"high";15;"medium";16
7113;88;"low";"high";"high";15;"medium";16
7114;88;"medium";"low";"high";15;"medium";16
7115;88;"medium";"medium";"high";15;"medium";16
7116;88;"medium";"high";"high";15;"medium";16
7117;88;"high";"low";"high";15;"medium";16
7118;88;"high";"medium";"high";15;"medium";16
7119;88;"high";"high";"high";15;"medium";16
7120;88;"low";"low";"high";15;"high";13
7121;88;"low";"medium";"high";15;"high";13
7122;88;"low";"high";"high";15;"high";13
7123;88;"medium";"low";"high";15;"high";13
7124;88;"medium";"medium";"high";15;"high";13
7125;88;"medium";"high";"high";15;"high";13
7126;88;"high";"low";"high";15;"high";13
7127;88;"high";"medium";"high";15;"high";13
7128;88;"high";"high";"high";15;"high";13
7129;89;"low";"low";"low";7;"low";20
7130;89;"low";"medium";"low";7;"low";20
7131;89;"low";"high";"low";7;"low";20
7132;89;"medium";"low";"low";7;"low";20
7133;89;"medium";"medium";"low";7;"low";20
7134;89;"medium";"high";"low";7;"low";20
7135;89;"high";"low";"low";7;"low";20
7136;89;"high";"medium";"low";7;"low";20
7137;89;"high";"high";"low";7;"low";20
7138;89;"low";"low";"low";7;"medium";51
7139;89;"low";"medium";"low";7;"medium";51
7140;89;"low";"high";"low";7;"medium";51
7141;89;"medium";"low";"low";7;"medium";51
7142;89;"medium";"medium";"low";7;"medium";51
7143;89;"medium";"high";"low";7;"medium";51
7144;89;"high";"low";"low";7;"medium";51
7145;89;"high";"medium";"low";7;"medium";51
7146;89;"high";"high";"low";7;"medium";51
7147;89;"low";"low";"low";7;"high";50
7148;89;"low";"medium";"low";7;"high";50
7149;89;"low";"high";"low";7;"high";50
7150;89;"medium";"low";"low";7;"high";50
7151;89;"medium";"medium";"low";7;"high";50
7152;89;"medium";"high";"low";7;"high";50
7153;89;"high";"low";"low";7;"high";50
7154;89;"high";"medium";"low";7;"high";50
7155;89;"high";"high";"low";7;"high";50
7156;89;"low";"low";"medium";13;"low";11
7157;89;"low";"medium";"medium";13;"low";11
7158;89;"low";"high";"medium";13;"low";11
7159;89;"medium";"low";"medium";13;"low";11
7160;89;"medium";"medium";"medium";13;"low";11
7161;89;"medium";"high";"medium";13;"low";11
7162;89;"high";"low";"medium";13;"low";11
7163;89;"high";"medium";"medium";13;"low";11
7164;89;"high";"high";"medium";13;"low";11
7165;89;"low";"low";"medium";13;"medium";49
7166;89;"low";"medium";"medium";13;"medium";49
7167;89;"low";"high";"medium";13;"medium";49
7168;89;"medium";"low";"medium";13;"medium";49
7169;89;"medium";"medium";"medium";13;"medium";49
7170;89;"medium";"high";"medium";13;"medium";49
7171;89;"high";"low";"medium";13;"medium";49
7172;89;"high";"medium";"medium";13;"medium";49
7173;89;"high";"high";"medium";13;"medium";49
7174;89;"low";"low";"medium";13;"high";60
7175;89;"low";"medium";"medium";13;"high";60
7176;89;"low";"high";"medium";13;"high";60
7177;89;"medium";"low";"medium";13;"high";60
7178;89;"medium";"medium";"medium";13;"high";60
7179;89;"medium";"high";"medium";13;"high";60
7180;89;"high";"low";"medium";13;"high";60
7181;89;"high";"medium";"medium";13;"high";60
7182;89;"high";"high";"medium";13;"high";60
7183;89;"low";"low";"high";22;"low";7
7184;89;"low";"medium";"high";22;"low";7
7185;89;"low";"high";"high";22;"low";7
7186;89;"medium";"low";"high";22;"low";7
7187;89;"medium";"medium";"high";22;"low";7
7188;89;"medium";"high";"high";22;"low";7
7189;89;"high";"low";"high";22;"low";7
7190;89;"high";"medium";"high";22;"low";7
7191;89;"high";"high";"high";22;"low";7
7192;89;"low";"low";"high";22;"medium";68
7193;89;"low";"medium";"high";22;"medium";68
7194;89;"low";"high";"high";22;"medium";68
7195;89;"medium";"low";"high";22;"medium";68
7196;89;"medium";"medium";"high";22;"medium";68
7197;89;"medium";"high";"high";22;"medium";68
7198;89;"high";"low";"high";22;"medium";68
7199;89;"high";"medium";"high";22;"medium";68
7200;89;"high";"high";"high";22;"medium";68
7201;89;"low";"low";"high";22;"high";67
7202;89;"low";"medium";"high";22;"high";67
7203;89;"low";"high";"high";22;"high";67
7204;89;"medium";"low";"high";22;"high";67
7205;89;"medium";"medium";"high";22;"high";67
7206;89;"medium";"high";"high";22;"high";67
7207;89;"high";"low";"high";22;"high";67
7208;89;"high";"medium";"high";22;"high";67
7209;89;"high";"high";"high";22;"high";67
7210;90;"low";"low";"low";4;"low";10
7211;90;"low";"medium";"low";4;"low";10
